"participant","analysed","case_id","ai_condition","block","voice","position","initial_pick","initial_confidence","final_pick","final_confidence","confidence_shift","pick_changed","initial_decision_ms","final_decision_ms","visibility_lost","audio_file","age","gender","exp_symptom_checkers","exp_voice_ai"
"P53",1,"case-paul-ekzem","refute",2,"machine",1,"A",4,"A",4,0,0,7976,2184,0,"/audio/case-paul-ekzem/machine/C.mp3","25–34","männlich",1,2
"P53",1,"case-anna-erkaeltung","confirm",2,"machine",2,"B",7,"B",7,0,0,2781,2084,0,"/audio/case-anna-erkaeltung/machine/B.mp3","25–34","männlich",1,2
"P53",1,"case-jonas-trommelfellriss","confirm",2,"machine",3,"A",3,"A",3,0,0,8266,1999,0,"/audio/case-jonas-trommelfellriss/machine/A.mp3","25–34","männlich",1,2
"P53",1,"case-daniel-belastungsreaktion","refute",2,"machine",4,"B",3,"B",5,2,0,11675,3557,0,"/audio/case-daniel-belastungsreaktion/machine/C.mp3","25–34","männlich",1,2
"P54",1,"case-jonas-trommelfellriss","confirm",1,"anthropomorphic",1,"C",2,"C",4,2,0,6125,2552,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","25–34","männlich",2,1
"P54",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",2,"A",3,"A",5,2,0,4395,1741,0,"/audio/case-helga-alterswarzen/anthropomorphic/A.mp3","25–34","männlich",2,1
"P54",1,"case-tim-karies","refute",1,"anthropomorphic",3,"A",3,"C",2,-1,1,8232,2608,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","25–34","männlich",2,1
"P54",1,"case-tomas-blase","refute",1,"anthropomorphic",4,"B",1,"C",1,0,1,4173,1452,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","25–34","männlich",2,1
"P54",1,"case-sophie-lungenentzuendung","refute",2,"machine",1,"A",1,"B",1,0,1,9711,2789,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","25–34","männlich",2,1
"P54",1,"case-martin-bronchitis","confirm",2,"machine",2,"B",2,"B",4,2,0,3257,2116,0,"/audio/case-martin-bronchitis/machine/B.mp3","25–34","männlich",2,1
"P54",1,"case-nina-bindehaut","confirm",2,"machine",3,"A",1,"A",3,2,0,5539,1360,0,"/audio/case-nina-bindehaut/machine/A.mp3","25–34","männlich",2,1
"P54",1,"case-markus-bandscheibe","refute",2,"machine",4,"A",2,"B",1,-1,1,3993,2584,0,"/audio/case-markus-bandscheibe/machine/B.mp3","25–34","männlich",2,1
"P55",1,"case-anna-erkaeltung","refute",1,"machine",1,"A",7,"A",7,0,0,7828,11208,0,"/audio/case-anna-erkaeltung/machine/C.mp3","45–54","männlich",3,3
"P55",1,"case-tim-karies","refute",1,"machine",2,"C",5,"B",5,0,1,5008,1727,0,"/audio/case-tim-karies/machine/B.mp3","45–54","männlich",3,3
"P55",1,"case-paul-ekzem","confirm",1,"machine",3,"B",7,"B",7,0,0,12033,1883,0,"/audio/case-paul-ekzem/machine/B.mp3","45–54","männlich",3,3
"P55",1,"case-lea-streptokokken","confirm",1,"machine",4,"A",7,"A",7,0,0,6239,1499,0,"/audio/case-lea-streptokokken/machine/A.mp3","45–54","männlich",3,3
"P55",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"A",7,"A",7,0,0,4546,1254,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","45–54","männlich",3,3
"P55",1,"case-jonas-trommelfellriss","refute",2,"anthropomorphic",2,"B",7,"C",6,-1,1,4450,3107,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","45–54","männlich",3,3
"P55",1,"case-daniel-belastungsreaktion","confirm",2,"anthropomorphic",3,"B",7,"B",7,0,0,10571,2334,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","45–54","männlich",3,3
"P55",1,"case-nina-bindehaut","refute",2,"anthropomorphic",4,"A",4,"C",5,1,1,13529,3358,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","45–54","männlich",3,3
"P56",1,"case-nina-bindehaut","refute",1,"anthropomorphic",1,"A",5,"A",5,0,0,9624,4242,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","18–24","weiblich",1,2
"P56",1,"case-tomas-blase","confirm",1,"anthropomorphic",2,"A",5,"A",7,2,0,26162,1554,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","18–24","weiblich",1,2
"P56",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",3,"A",3,"A",5,2,0,5126,3715,0,"/audio/case-helga-alterswarzen/anthropomorphic/A.mp3","18–24","weiblich",1,2
"P56",1,"case-lea-streptokokken","refute",1,"anthropomorphic",4,"A",3,"C",2,-1,1,23925,4235,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","18–24","weiblich",1,2
"P56",1,"case-paul-ekzem","refute",2,"machine",1,"A",2,"A",3,1,0,4867,18742,0,"/audio/case-paul-ekzem/machine/C.mp3","18–24","weiblich",1,2
"P56",1,"case-daniel-belastungsreaktion","refute",2,"machine",2,"B",7,"B",7,0,0,5234,1464,0,"/audio/case-daniel-belastungsreaktion/machine/C.mp3","18–24","weiblich",1,2
"P56",1,"case-markus-bandscheibe","confirm",2,"machine",3,"A",3,"A",5,2,0,3561,1825,0,"/audio/case-markus-bandscheibe/machine/A.mp3","18–24","weiblich",1,2
"P56",1,"case-martin-bronchitis","confirm",2,"machine",4,"A",1,"A",2,1,0,22047,1410,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","weiblich",1,2
"P57",1,"case-daniel-belastungsreaktion","refute",1,"machine",1,"A",6,"A",5,-1,0,5735,3453,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","25–34","weiblich",4,4
"P57",1,"case-anna-erkaeltung","confirm",1,"machine",2,"A",6,"A",6,0,0,8248,1069,0,"/audio/case-anna-erkaeltung/machine/A.mp3","25–34","weiblich",4,4
"P57",1,"case-lea-streptokokken","confirm",1,"machine",3,"C",6,"C",6,0,0,3984,1588,0,"/audio/case-lea-streptokokken/machine/C.mp3","25–34","weiblich",4,4
"P57",1,"case-jonas-trommelfellriss","refute",1,"machine",4,"B",5,"A",4,-1,1,15535,5471,0,"/audio/case-jonas-trommelfellriss/machine/A.mp3","25–34","weiblich",4,4
"P57",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"A",4,"A",4,0,0,10743,1402,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","weiblich",4,4
"P57",1,"case-nina-bindehaut","refute",2,"anthropomorphic",2,"A",6,"A",5,-1,0,6602,3571,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","25–34","weiblich",4,4
"P57",1,"case-sophie-lungenentzuendung","confirm",2,"anthropomorphic",3,"A",5,"A",5,0,0,3515,1520,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/A.mp3","25–34","weiblich",4,4
"P57",1,"case-tim-karies","refute",2,"anthropomorphic",4,"C",5,"C",5,0,0,4021,2504,0,"/audio/case-tim-karies/anthropomorphic/A.mp3","25–34","weiblich",4,4
"P58",1,"case-daniel-belastungsreaktion","confirm",1,"machine",1,"A",5,"A",6,1,0,5860,1836,0,"/audio/case-daniel-belastungsreaktion/machine/A.mp3","25–34","männlich",1,7
"P58",1,"case-anna-erkaeltung","refute",1,"machine",2,"B",5,"A",4,-1,1,3218,2210,0,"/audio/case-anna-erkaeltung/machine/A.mp3","25–34","männlich",1,7
"P58",1,"case-paul-ekzem","confirm",1,"machine",3,"A",2,"A",4,2,0,9035,3059,0,"/audio/case-paul-ekzem/machine/A.mp3","25–34","männlich",1,7
"P58",1,"case-sophie-lungenentzuendung","refute",1,"machine",4,"A",5,"B",3,-2,1,2648,2105,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","25–34","männlich",1,7
"P58",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"A",2,"A",4,2,0,7714,1640,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","männlich",1,7
"P58",1,"case-jonas-trommelfellriss","confirm",2,"anthropomorphic",2,"A",3,"A",5,2,0,10864,1934,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","25–34","männlich",1,7
"P58",1,"case-tomas-blase","refute",2,"anthropomorphic",3,"A",4,"A",2,-2,0,1644,7943,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","25–34","männlich",1,7
"P58",1,"case-tim-karies","refute",2,"anthropomorphic",4,"A",3,"C",3,0,1,7282,2329,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","25–34","männlich",1,7
"P59",1,"case-nina-bindehaut","refute",1,"machine",1,"A",3,"B",5,2,1,20415,3757,0,"/audio/case-nina-bindehaut/machine/B.mp3","25–34","männlich",6,2
"P59",1,"case-lea-streptokokken","confirm",1,"machine",2,"C",2,"C",3,1,0,13721,3236,0,"/audio/case-lea-streptokokken/machine/C.mp3","25–34","männlich",6,2
"P59",1,"case-helga-alterswarzen","refute",1,"machine",3,"A",3,"B",1,-2,1,23163,7538,0,"/audio/case-helga-alterswarzen/machine/B.mp3","25–34","männlich",6,2
"P59",1,"case-tomas-blase","confirm",1,"machine",4,"B",6,"B",7,1,0,5915,2687,0,"/audio/case-tomas-blase/machine/B.mp3","25–34","männlich",6,2
"P59",1,"case-paul-ekzem","confirm",2,"anthropomorphic",1,"A",2,"A",4,2,0,8496,3294,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","25–34","männlich",6,2
"P59",1,"case-tim-karies","refute",2,"anthropomorphic",2,"A",3,"C",4,1,1,9804,8700,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","25–34","männlich",6,2
"P59",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",3,"B",2,"B",5,3,0,15226,1289,0,"/audio/case-markus-bandscheibe/anthropomorphic/B.mp3","25–34","männlich",6,2
"P59",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",4,"A",3,"C",2,-1,1,14641,4766,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","25–34","männlich",6,2
"P60",1,"case-nina-bindehaut","refute",1,"machine",1,"B",4,"A",6,2,1,15024,4352,0,"/audio/case-nina-bindehaut/machine/A.mp3","18–24","männlich",6,5
"P60",1,"case-anna-erkaeltung","confirm",1,"machine",2,"A",3,"A",5,2,0,4613,1870,0,"/audio/case-anna-erkaeltung/machine/A.mp3","18–24","männlich",6,5
"P60",1,"case-tomas-blase","confirm",1,"machine",3,"A",5,"A",6,1,0,4788,1559,0,"/audio/case-tomas-blase/machine/A.mp3","18–24","männlich",6,5
"P60",1,"case-martin-bronchitis","refute",1,"machine",4,"C",5,"A",7,2,1,4227,2185,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","männlich",6,5
"P60",1,"case-sophie-lungenentzuendung","confirm",2,"anthropomorphic",1,"B",3,"B",4,1,0,6920,2223,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/B.mp3","18–24","männlich",6,5
"P60",1,"case-helga-alterswarzen","refute",2,"anthropomorphic",2,"A",5,"C",4,-1,1,4846,2967,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","18–24","männlich",6,5
"P60",1,"case-tim-karies","confirm",2,"anthropomorphic",3,"C",6,"C",6,0,0,2957,1716,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","18–24","männlich",6,5
"P60",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",4,"A",5,"C",4,-1,1,4112,2367,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","18–24","männlich",6,5
"P61",1,"case-nina-bindehaut","refute",1,"machine",1,"A",5,"A",4,-1,0,57316,7445,0,"/audio/case-nina-bindehaut/machine/B.mp3","25–34","weiblich",2,3
"P61",1,"case-martin-bronchitis","refute",1,"machine",2,"A",6,"A",5,-1,0,15027,9124,0,"/audio/case-martin-bronchitis/machine/C.mp3","25–34","weiblich",2,3
"P61",1,"case-sophie-lungenentzuendung","confirm",1,"machine",3,"C",7,"C",7,0,0,4702,3586,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","25–34","weiblich",2,3
"P61",1,"case-paul-ekzem","confirm",1,"machine",4,"A",5,"A",5,0,0,15349,3469,0,"/audio/case-paul-ekzem/machine/A.mp3","25–34","weiblich",2,3
"P61",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"A",4,"A",5,1,0,9567,3245,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","weiblich",2,3
"P61",1,"case-lea-streptokokken","refute",2,"anthropomorphic",2,"A",4,"A",3,-1,0,11132,5958,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","25–34","weiblich",2,3
"P61",1,"case-jonas-trommelfellriss","refute",2,"anthropomorphic",3,"B",3,"A",2,-1,1,31156,22140,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","25–34","weiblich",2,3
"P61",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",4,"B",4,"B",5,1,0,11290,2654,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","25–34","weiblich",2,3
"P62",1,"case-helga-alterswarzen","refute",1,"anthropomorphic",1,"A",5,"C",5,0,1,22278,3967,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","18–24","weiblich",6,6
"P62",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",2,"A",6,"A",7,1,0,12620,2434,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/A.mp3","18–24","weiblich",6,6
"P62",1,"case-anna-erkaeltung","confirm",1,"anthropomorphic",3,"B",6,"B",7,1,0,6180,8382,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","18–24","weiblich",6,6
"P62",1,"case-nina-bindehaut","refute",1,"anthropomorphic",4,"A",6,"A",6,0,0,15248,2252,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","18–24","weiblich",6,6
"P62",1,"case-jonas-trommelfellriss","confirm",2,"machine",1,"B",4,"B",5,1,0,11846,2358,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","weiblich",6,6
"P62",1,"case-tomas-blase","confirm",2,"machine",2,"B",7,"B",7,0,0,3314,2490,0,"/audio/case-tomas-blase/machine/B.mp3","18–24","weiblich",6,6
"P62",1,"case-martin-bronchitis","refute",2,"machine",3,"A",5,"A",4,-1,0,18638,8034,0,"/audio/case-martin-bronchitis/machine/C.mp3","18–24","weiblich",6,6
"P62",1,"case-sophie-lungenentzuendung","refute",2,"machine",4,"A",6,"A",6,0,0,3001,1454,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","18–24","weiblich",6,6
"P63",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",1,"A",5,"A",6,1,0,6461,1917,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/A.mp3","25–34","divers",4,4
"P63",1,"case-lea-streptokokken","refute",1,"anthropomorphic",2,"A",4,"A",4,0,0,8183,5402,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","25–34","divers",4,4
"P63",1,"case-tim-karies","confirm",1,"anthropomorphic",3,"B",5,"B",6,1,0,4016,2284,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","25–34","divers",4,4
"P63",1,"case-paul-ekzem","refute",1,"anthropomorphic",4,"A",5,"A",4,-1,0,7654,7070,0,"/audio/case-paul-ekzem/anthropomorphic/B.mp3","25–34","divers",4,4
"P63",1,"case-nina-bindehaut","refute",2,"machine",1,"A",4,"A",4,0,0,9814,7585,0,"/audio/case-nina-bindehaut/machine/B.mp3","25–34","divers",4,4
"P63",1,"case-anna-erkaeltung","refute",2,"machine",2,"A",4,"A",4,0,0,8388,1604,0,"/audio/case-anna-erkaeltung/machine/C.mp3","25–34","divers",4,4
"P63",1,"case-martin-bronchitis","confirm",2,"machine",3,"A",5,"A",7,2,0,3114,1189,0,"/audio/case-martin-bronchitis/machine/A.mp3","25–34","divers",4,4
"P63",1,"case-tomas-blase","confirm",2,"machine",4,"B",5,"B",7,2,0,5398,1966,0,"/audio/case-tomas-blase/machine/B.mp3","25–34","divers",4,4
"P64",1,"case-nina-bindehaut","confirm",1,"machine",1,"A",5,"A",6,1,0,12078,2426,0,"/audio/case-nina-bindehaut/machine/A.mp3","55+","männlich",2,3
"P64",1,"case-markus-bandscheibe","confirm",1,"machine",2,"A",4,"A",6,2,0,5025,2569,0,"/audio/case-markus-bandscheibe/machine/A.mp3","55+","männlich",2,3
"P64",1,"case-jonas-trommelfellriss","refute",1,"machine",3,"B",3,"A",5,2,1,13864,2603,0,"/audio/case-jonas-trommelfellriss/machine/A.mp3","55+","männlich",2,3
"P64",1,"case-tomas-blase","refute",1,"machine",4,"B",5,"A",6,1,1,9907,1627,0,"/audio/case-tomas-blase/machine/A.mp3","55+","männlich",2,3
"P64",1,"case-daniel-belastungsreaktion","confirm",2,"anthropomorphic",1,"C",4,"C",6,2,0,10792,2932,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","55+","männlich",2,3
"P64",1,"case-lea-streptokokken","confirm",2,"anthropomorphic",2,"A",4,"A",6,2,0,8997,2000,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","55+","männlich",2,3
"P64",1,"case-helga-alterswarzen","refute",2,"anthropomorphic",3,"A",5,"C",4,-1,1,8295,2418,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","55+","männlich",2,3
"P64",1,"case-martin-bronchitis","refute",2,"anthropomorphic",4,"B",4,"A",6,2,1,16892,2043,0,"/audio/case-martin-bronchitis/anthropomorphic/A.mp3","55+","männlich",2,3
"P65",1,"case-lea-streptokokken","confirm",1,"anthropomorphic",1,"A",6,"A",6,0,0,19664,1582,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","45–54","männlich",1,4
"P65",1,"case-tomas-blase","confirm",1,"anthropomorphic",2,"A",6,"A",6,0,0,4526,1536,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","45–54","männlich",1,4
"P65",1,"case-martin-bronchitis","refute",1,"anthropomorphic",3,"A",5,"A",4,-1,0,12459,17170,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","45–54","männlich",1,4
"P65",1,"case-nina-bindehaut","refute",1,"anthropomorphic",4,"A",4,"B",4,0,1,41329,2525,0,"/audio/case-nina-bindehaut/anthropomorphic/B.mp3","45–54","männlich",1,4
"P65",1,"case-anna-erkaeltung","confirm",2,"machine",1,"B",5,"B",6,1,0,16468,3015,0,"/audio/case-anna-erkaeltung/machine/B.mp3","45–54","männlich",1,4
"P65",1,"case-helga-alterswarzen","confirm",2,"machine",2,"A",4,"A",5,1,0,14789,3918,0,"/audio/case-helga-alterswarzen/machine/A.mp3","45–54","männlich",1,4
"P65",1,"case-markus-bandscheibe","refute",2,"machine",3,"A",6,"A",4,-2,0,2798,8050,0,"/audio/case-markus-bandscheibe/machine/C.mp3","45–54","männlich",1,4
"P65",1,"case-sophie-lungenentzuendung","refute",2,"machine",4,"A",4,"A",4,0,0,6799,3740,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","45–54","männlich",1,4
"P66",1,"case-anna-erkaeltung","confirm",1,"machine",1,"B",7,"B",7,0,0,2520,3668,0,"/audio/case-anna-erkaeltung/machine/B.mp3","25–34","männlich",7,7
"P66",1,"case-nina-bindehaut","refute",1,"machine",2,"B",7,"B",7,0,0,3350,2184,0,"/audio/case-nina-bindehaut/machine/C.mp3","25–34","männlich",7,7
"P66",1,"case-jonas-trommelfellriss","refute",1,"machine",3,"B",7,"B",5,-2,0,1450,2725,0,"/audio/case-jonas-trommelfellriss/machine/C.mp3","25–34","männlich",7,7
"P66",1,"case-lea-streptokokken","confirm",1,"machine",4,"C",7,"C",7,0,0,2538,5518,0,"/audio/case-lea-streptokokken/machine/C.mp3","25–34","männlich",7,7
"P66",1,"case-sophie-lungenentzuendung","refute",2,"anthropomorphic",1,"A",7,"A",5,-2,0,2617,5123,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/B.mp3","25–34","männlich",7,7
"P66",1,"case-markus-bandscheibe","refute",2,"anthropomorphic",2,"A",6,"A",6,0,0,4703,4161,0,"/audio/case-markus-bandscheibe/anthropomorphic/C.mp3","25–34","männlich",7,7
"P66",1,"case-tomas-blase","confirm",2,"anthropomorphic",3,"B",6,"B",7,1,0,4494,1775,0,"/audio/case-tomas-blase/anthropomorphic/B.mp3","25–34","männlich",7,7
"P66",1,"case-tim-karies","confirm",2,"anthropomorphic",4,"B",7,"B",7,0,0,3352,1137,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","25–34","männlich",7,7
"P67",0,"case-tomas-blase","confirm",1,"anthropomorphic",1,"B",3,"B",4,1,0,39345,2116,0,"/audio/case-tomas-blase/anthropomorphic/B.mp3","18–24","weiblich",3,3
"P68",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",1,"C",3,"C",4,1,0,9236,10095,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","18–24","weiblich",2,4
"P68",1,"case-martin-bronchitis","refute",1,"anthropomorphic",2,"A",3,"A",4,1,0,6357,2355,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","18–24","weiblich",2,4
"P68",1,"case-nina-bindehaut","confirm",1,"anthropomorphic",3,"A",5,"A",5,0,0,11000,1506,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","weiblich",2,4
"P68",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",4,"B",7,"B",7,0,0,4526,1832,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","18–24","weiblich",2,4
"P68",1,"case-paul-ekzem","refute",2,"machine",1,"B",2,"B",2,0,0,3805,6526,0,"/audio/case-paul-ekzem/machine/C.mp3","18–24","weiblich",2,4
"P68",1,"case-markus-bandscheibe","confirm",2,"machine",2,"B",4,"B",4,0,0,9872,1449,0,"/audio/case-markus-bandscheibe/machine/B.mp3","18–24","weiblich",2,4
"P68",1,"case-sophie-lungenentzuendung","refute",2,"machine",3,"C",5,"C",3,-2,0,5369,3132,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","weiblich",2,4
"P68",1,"case-anna-erkaeltung","confirm",2,"machine",4,"B",5,"B",5,0,0,2715,2161,0,"/audio/case-anna-erkaeltung/machine/B.mp3","18–24","weiblich",2,4
"P69",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",1,"C",5,"C",7,2,0,3063,3652,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","55+","männlich",2,1
"P69",1,"case-tim-karies","confirm",1,"anthropomorphic",2,"B",6,"B",7,1,0,15680,1797,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","55+","männlich",2,1
"P69",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",3,"B",7,"B",6,-1,0,5431,17023,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","55+","männlich",2,1
"P69",1,"case-markus-bandscheibe","refute",1,"anthropomorphic",4,"B",6,"B",6,0,0,9593,2478,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","55+","männlich",2,1
"P69",1,"case-nina-bindehaut","refute",2,"machine",1,"A",3,"A",3,0,0,15133,8117,0,"/audio/case-nina-bindehaut/machine/C.mp3","55+","männlich",2,1
"P69",1,"case-lea-streptokokken","refute",2,"machine",2,"A",3,"A",4,1,0,6852,2102,0,"/audio/case-lea-streptokokken/machine/B.mp3","55+","männlich",2,1
"P69",1,"case-tomas-blase","confirm",2,"machine",3,"B",5,"B",6,1,0,12223,3078,0,"/audio/case-tomas-blase/machine/B.mp3","55+","männlich",2,1
"P69",1,"case-paul-ekzem","confirm",2,"machine",4,"A",4,"A",6,2,0,13441,2476,0,"/audio/case-paul-ekzem/machine/A.mp3","55+","männlich",2,1
"P70",0,"case-lea-streptokokken","refute",1,"machine",1,"A",7,"A",7,0,0,6841,7012,0,"/audio/case-lea-streptokokken/machine/C.mp3","35–44","männlich",1,5
"P71",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",1,"B",5,"B",7,2,0,2432,3550,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","18–24","weiblich",1,5
"P71",1,"case-markus-bandscheibe","confirm",1,"anthropomorphic",2,"A",6,"A",6,0,0,2398,2486,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","18–24","weiblich",1,5
"P71",1,"case-nina-bindehaut","confirm",1,"anthropomorphic",3,"A",4,"B",5,1,1,3139,2640,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","weiblich",1,5
"P71",1,"case-anna-erkaeltung","refute",1,"anthropomorphic",4,"B",6,"B",7,1,0,2138,1549,0,"/audio/case-anna-erkaeltung/anthropomorphic/C.mp3","18–24","weiblich",1,5
"P71",1,"case-lea-streptokokken","confirm",2,"machine",1,"A",6,"A",7,1,0,3068,2404,0,"/audio/case-lea-streptokokken/machine/A.mp3","18–24","weiblich",1,5
"P71",1,"case-helga-alterswarzen","refute",2,"machine",2,"A",4,"C",2,-2,1,2404,4684,0,"/audio/case-helga-alterswarzen/machine/C.mp3","18–24","weiblich",1,5
"P71",1,"case-tim-karies","refute",2,"machine",3,"B",4,"B",6,2,0,3202,2236,0,"/audio/case-tim-karies/machine/C.mp3","18–24","weiblich",1,5
"P71",1,"case-sophie-lungenentzuendung","confirm",2,"machine",4,"A",5,"A",5,0,0,2321,2369,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","weiblich",1,5
"P72",1,"case-tomas-blase","refute",1,"machine",1,"A",5,"B",4,-1,1,8003,50038,1,"/audio/case-tomas-blase/machine/B.mp3","25–34","männlich",5,3
"P72",1,"case-sophie-lungenentzuendung","confirm",1,"machine",2,"A",5,"A",6,1,0,3777,2367,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","25–34","männlich",5,3
"P72",1,"case-tim-karies","confirm",1,"machine",3,"C",4,"C",5,1,0,11020,2209,0,"/audio/case-tim-karies/machine/C.mp3","25–34","männlich",5,3
"P72",1,"case-martin-bronchitis","refute",1,"machine",4,"A",4,"A",4,0,0,3522,1796,1,"/audio/case-martin-bronchitis/machine/B.mp3","25–34","männlich",5,3
"P72",1,"case-lea-streptokokken","refute",2,"anthropomorphic",1,"A",4,"A",4,0,0,21552,3255,1,"/audio/case-lea-streptokokken/anthropomorphic/B.mp3","25–34","männlich",5,3
"P72",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",2,"B",5,"B",6,1,0,5754,2099,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","25–34","männlich",5,3
"P72",1,"case-jonas-trommelfellriss","refute",2,"anthropomorphic",3,"A",4,"A",3,-1,0,32642,2669,1,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","25–34","männlich",5,3
"P72",1,"case-paul-ekzem","confirm",2,"anthropomorphic",4,"A",5,"A",6,1,0,5546,2719,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","25–34","männlich",5,3
"P73",1,"case-markus-bandscheibe","confirm",1,"machine",1,"A",4,"A",4,0,0,4518,2840,0,"/audio/case-markus-bandscheibe/machine/A.mp3","25–34","weiblich",2,4
"P73",1,"case-martin-bronchitis","refute",1,"machine",2,"A",6,"A",6,0,0,3619,2550,0,"/audio/case-martin-bronchitis/machine/B.mp3","25–34","weiblich",2,4
"P73",1,"case-daniel-belastungsreaktion","confirm",1,"machine",3,"B",5,"B",5,0,0,7233,1608,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","25–34","weiblich",2,4
"P73",1,"case-jonas-trommelfellriss","refute",1,"machine",4,"B",4,"B",4,0,0,3959,8186,0,"/audio/case-jonas-trommelfellriss/machine/A.mp3","25–34","weiblich",2,4
